CodEntrega,CodVenta,Fecha_Envio,Fecha_Estimada,Fecha_Entrega_Real,Tiempo_Entrega,Costo_Total_Entrega,Entregado_A_Tiempo,Costo_Por_Km,Distancia_Recorrida_Km,CodProveedor,CodRango,CodEstado,CodAlmacen
8832,8832,2022-10-04,2022-10-08,2022-10-06,2 días,363.74,Si,11.26,32.29,1,1,3,1
8833,8833,2022-10-04,2022-10-08,2022-10-07,3 días,720.06,Si,8.2,87.79,5,2,3,15
8834,8834,2022-10-05,2022-10-09,2022-10-09,4 días,423.63,Si,12.18,34.79,2,1,3,2
8835,8835,2022-10-05,2022-10-09,2022-10-10,5 días,412.59,No,12.47,33.09,2,1,3,5
8836,8836,2022-10-03,2022-10-07,2022-10-09,6 días,765.87,No,7.82,97.97,5,2,3,2
8837,8837,2022-10-05,2022-10-09,2022-10-08,3 días,417.2,Si,12.34,33.8,2,1,3,15
8838,8838,2022-10-05,2022-10-09,2022-10-10,5 días,412.04,No,10.21,40.34,1,1,3,2
8839,8839,2022-10-04,2022-10-08,2022-10-11,7 días,333.68,No,12.23,27.28,1,1,3,1
8840,8840,2022-10-04,2022-10-08,2022-10-11,7 días,511.51,No,10.59,48.31,2,1,3,2
8841,8841,2022-10-06,2022-10-10,2022-10-12,6 días,1568.44,No,5.68,276.32,5,2,3,10
8842,8842,2022-10-04,2022-10-08,2022-10-09,5 días,437.35,No,11.85,36.9,2,1,3,3
8843,8843,2022-10-05,2022-10-09,2022-10-12,7 días,425.36,No,9.99,42.56,1,1,3,6
8844,8844,2022-10-04,2022-10-08,2022-10-11,7 días,401.53,No,12.79,31.39,2,1,3,9
8845,8845,2022-10-05,2022-10-09,,Pendiente,429.62,Pendiente,12.03,35.71,2,1,1,4
8846,8846,2022-10-05,2022-10-09,2022-10-11,6 días,367.8,No,18.03,20.4,3,1,3,1
8847,8847,2022-10-04,2022-10-08,2022-10-09,5 días,533.21,No,12.11,44.03,3,1,3,15
8848,8848,2022-10-05,2022-10-09,2022-10-12,7 días,1374.4,No,5.89,233.2,5,2,3,15
8849,8849,2022-10-05,2022-10-09,2022-10-07,2 días,404.12,Si,10.36,39.02,1,1,3,1
8850,8850,2022-10-06,2022-10-10,2022-10-10,4 días,344.66,Si,11.84,29.11,1,1,3,14
8851,8851,2022-10-04,2022-10-08,2022-10-09,5 días,325.88,No,16.5,19.75,2,1,3,7
8852,8852,2022-10-05,2022-10-09,,Pendiente,381.68,Pendiente,10.82,35.28,1,1,2,6
8853,8853,2022-10-04,2022-10-08,2022-10-11,7 días,279.86,No,22.09,12.67,2,1,3,1
8854,8854,2022-10-06,2022-10-10,2022-10-11,5 días,1127.04,No,5.45,206.76,4,2,3,14
8855,8855,2022-10-04,2022-10-08,2022-10-05,1 días,459.08,Si,9.53,48.18,1,1,3,3
8856,8856,2022-10-04,2022-10-08,2022-10-08,4 días,347.71,Si,19.84,17.53,3,1,3,10
8857,8857,2022-10-06,2022-10-10,2022-10-13,7 días,1237.88,No,3.88,318.94,7,3,3,6
8858,8858,2022-10-04,2022-10-08,2022-10-08,4 días,838.8,Si,8.58,97.76,6,2,3,8
8859,8859,2022-10-04,2022-10-08,2022-10-08,4 días,488.83,Si,10.91,44.82,2,1,3,4
8860,8860,2022-10-05,2022-10-09,2022-10-11,6 días,382.46,No,10.8,35.41,1,1,3,12
8861,8861,2022-10-05,2022-10-09,2022-10-08,3 días,444.59,Si,14.17,31.37,3,1,3,11
8862,8862,2022-10-05,2022-10-09,2022-10-08,3 días,443.26,Si,11.72,37.81,2,1,3,4
8863,8863,2022-10-05,2022-10-09,2022-10-07,2 días,409.87,Si,15.52,26.41,3,1,3,10
8864,8864,2022-10-06,2022-10-10,2022-10-07,1 días,1805.95,Si,3.47,519.98,8,3,3,1
8865,8865,2022-10-06,2022-10-10,2022-10-12,6 días,1325.8,No,6.79,195.16,6,2,3,15
8866,8866,2022-10-07,2022-10-11,2022-10-14,7 días,223.22,No,25.17,8.87,1,1,3,2
8867,8867,2022-10-08,2022-10-12,,Pendiente,308.13,Pendiente,18.1,17.02,2,1,2,12
8868,8868,2022-10-08,2022-10-12,2022-10-11,3 días,1380.96,Si,5.11,270.24,4,2,3,13
8869,8869,2022-10-07,2022-10-11,2022-10-13,6 días,297.67,No,19.32,15.41,2,1,3,7
8870,8870,2022-10-06,2022-10-10,2022-10-08,2 días,464.12,Si,13.59,34.16,3,1,3,7
8871,8871,2022-10-08,2022-10-12,2022-10-13,5 días,327.02,No,12.5,26.17,1,1,3,11
8872,8872,2022-10-07,2022-10-11,2022-10-14,7 días,303.05,No,27.18,11.15,3,1,3,1
8873,8873,2022-10-06,2022-10-10,2022-10-07,1 días,367.38,Si,18.06,20.34,3,1,3,6
8874,8874,2022-10-08,2022-10-12,2022-10-13,5 días,295.49,No,29.34,10.07,3,1,3,9
8875,8875,2022-10-07,2022-10-11,2022-10-10,3 días,347.06,Si,15.08,23.01,2,1,3,1
8876,8876,2022-10-06,2022-10-10,2022-10-09,3 días,279.95,Si,35.66,7.85,3,1,3,14
8877,8877,2022-10-07,2022-10-11,2022-10-10,3 días,304.52,Si,26.81,11.36,3,1,3,1
8878,8878,2022-10-07,2022-10-11,2022-10-12,5 días,519.84,No,12.34,42.12,3,1,3,6
8879,8879,2022-10-09,2022-10-13,2022-10-11,2 días,407.25,Si,12.62,32.27,2,1,3,10
8880,8880,2022-10-09,2022-10-13,2022-10-10,1 días,1649.71,Si,5.6,294.38,5,2,3,4
8881,8881,2022-10-09,2022-10-13,2022-10-10,1 días,410.3,Si,10.24,40.05,1,1,3,4
8882,8882,2022-10-07,2022-10-11,2022-10-11,4 días,1663.7,Si,5.59,297.49,5,2,3,14
8883,8883,2022-10-09,2022-10-13,2022-10-15,6 días,437.12,No,9.82,44.52,1,1,3,5
8884,8884,2022-10-08,2022-10-12,2022-10-13,5 días,277.64,No,15.48,17.94,1,1,3,3
8885,8885,2022-10-09,2022-10-13,2022-10-10,1 días,578.26,Si,10.27,56.28,5,2,3,6
8886,8886,2022-10-08,2022-10-12,2022-10-15,7 días,3917.22,No,2.72,1437.92,8,3,3,2
8887,8887,2022-10-09,2022-10-13,2022-10-13,4 días,385.37,Si,16.82,22.91,3,1,3,8
8888,8888,2022-10-09,2022-10-13,2022-10-13,4 días,1464.8,Si,6.57,222.96,6,2,3,6
8889,8889,2022-10-08,2022-10-12,2022-10-11,3 días,350.19,Si,14.91,23.49,2,1,3,14
8890,8890,2022-10-08,2022-10-12,2022-10-10,2 días,431.18,Si,11.99,35.95,2,1,3,6
8891,8891,2022-10-09,2022-10-13,2022-10-14,5 días,326.36,No,12.52,26.06,1,1,3,5
8892,8892,2022-10-08,2022-10-12,2022-10-15,7 días,458.87,No,13.73,33.41,3,1,3,15
8893,8893,2022-10-07,2022-10-11,2022-10-08,1 días,439.41,Si,14.35,30.63,3,1,3,7
8894,8894,2022-10-08,2022-10-12,2022-10-12,4 días,275.89,Si,22.88,12.06,2,1,3,14
8895,8895,2022-10-09,2022-10-13,2022-10-14,5 días,293.25,No,19.91,14.73,2,1,3,12
8896,8896,2022-10-09,2022-10-13,2022-10-11,2 días,397.22,Si,10.49,37.87,1,1,3,1
8897,8897,2022-10-08,2022-10-12,2022-10-11,3 días,565.83,Si,11.62,48.69,3,1,3,6
8898,8898,2022-10-08,2022-10-12,2022-10-10,2 días,457.04,Si,11.45,39.93,2,1,3,3
8899,8899,2022-10-08,2022-10-12,2022-10-15,7 días,415.84,No,12.38,33.59,2,1,3,8
8900,8900,2022-10-08,2022-10-12,2022-10-09,1 días,241.34,Si,20.3,11.89,1,1,3,9
8901,8901,2022-10-09,2022-10-13,2022-10-15,6 días,428.84,No,9.94,43.14,1,1,3,8
8902,8902,2022-10-10,2022-10-14,2022-10-17,7 días,367.17,No,18.08,20.31,3,1,3,10
8903,8903,2022-10-09,2022-10-13,2022-10-10,1 días,312.71,Si,24.96,12.53,3,1,3,6
8904,8904,2022-10-10,2022-10-14,2022-10-14,4 días,1698.24,Si,3.09,549.12,7,3,3,8
8905,8905,2022-10-09,2022-10-13,2022-10-16,7 días,219.68,No,26.53,8.28,1,1,3,6
8906,8906,2022-10-10,2022-10-14,2022-10-17,7 días,332.8,No,21.61,15.4,3,1,3,2
8907,8907,2022-10-08,2022-10-12,2022-10-13,5 días,459.02,No,9.53,48.17,1,1,3,13
8908,8908,2022-10-11,2022-10-15,2022-10-13,2 días,2147.72,Si,2.78,773.86,7,3,3,6
8909,8909,2022-10-11,2022-10-15,,Pendiente,385.16,Pendiente,10.74,35.86,1,1,1,8
8910,8910,2022-10-11,2022-10-15,2022-10-14,3 días,465.8,Si,13.54,34.4,3,1,3,4
8911,8911,2022-10-10,2022-10-14,2022-10-17,7 días,3077.12,No,2.48,1238.56,7,3,3,15
8912,8912,2022-10-10,2022-10-14,2022-10-15,5 días,539.93,No,12.0,44.99,3,1,3,5
8913,8913,2022-10-09,2022-10-13,,Pendiente,358.35,Pendiente,18.81,19.05,3,1,2,14
8914,8914,2022-10-11,2022-10-15,,Pendiente,977.32,Pendiente,5.77,169.33,4,2,1,9
8915,8915,2022-10-10,2022-10-14,,Pendiente,336.27,Pendiente,15.75,21.35,2,1,1,6
8916,8916,2022-10-09,2022-10-13,2022-10-16,7 días,425.54,No,9.99,42.59,1,1,3,14
8917,8917,2022-10-10,2022-10-14,2022-10-11,1 días,502.81,Si,10.7,46.97,2,1,3,12
8918,8918,2022-10-11,2022-10-15,2022-10-14,3 días,271.47,Si,23.86,11.38,2,1,3,1
8919,8919,2022-10-09,2022-10-13,2022-10-15,6 días,322.1,No,12.71,25.35,1,1,3,14
8920,8920,2022-10-10,2022-10-14,2022-10-12,2 días,232.08,Si,43.62,5.32,2,1,3,8
8921,8921,2022-10-10,2022-10-14,2022-10-17,7 días,1171.4,No,6.23,188.09,5,2,3,3
8922,8922,2022-10-10,2022-10-14,2022-10-12,2 días,290.38,Si,20.32,14.29,2,1,3,8
8923,8923,2022-10-11,2022-10-15,2022-10-18,7 días,400.82,No,10.42,38.47,1,1,3,6
8924,8924,2022-10-12,2022-10-16,2022-10-19,7 días,335.06,No,12.18,27.51,1,1,3,7
8925,8925,2022-10-11,2022-10-15,2022-10-14,3 días,516.85,Si,10.52,49.13,2,1,3,6
8926,8926,2022-10-12,2022-10-16,2022-10-16,4 días,490.06,Si,10.89,45.01,2,1,3,14
8927,8927,2022-10-12,2022-10-16,2022-10-13,1 días,333.29,Si,21.54,15.47,3,1,3,1
8928,8928,2022-10-12,2022-10-16,2022-10-16,4 días,486.66,Si,13.02,37.38,3,1,3,4
8929,8929,2022-10-11,2022-10-15,2022-10-12,1 días,346.34,Si,11.78,29.39,1,1,3,13
8930,8930,2022-10-11,2022-10-15,2022-10-12,1 días,368.78,Si,11.13,33.13,1,1,3,14
8931,8931,2022-10-10,2022-10-14,2022-10-12,2 días,563.45,Si,11.65,48.35,3,1,3,4
8932,8932,2022-10-11,2022-10-15,2022-10-15,4 días,459.68,Si,9.52,48.28,1,1,3,1
8933,8933,2022-10-10,2022-10-14,2022-10-14,4 días,540.14,Si,12.0,45.02,3,1,3,4
8934,8934,2022-10-10,2022-10-14,2022-10-17,7 días,401.92,No,12.78,31.45,2,1,3,9
8935,8935,2022-10-12,2022-10-16,,Pendiente,253.28,Pendiente,18.25,13.88,1,1,2,11
8936,8936,2022-10-12,2022-10-16,2022-10-18,6 días,3592.76,No,2.4,1496.38,7,3,3,12
8937,8937,2022-10-13,2022-10-17,,Pendiente,368.84,Pendiente,13.99,26.36,2,1,1,6
8938,8938,2022-10-13,2022-10-17,2022-10-14,1 días,267.07,Si,44.44,6.01,3,1,3,11
8939,8939,2022-10-11,2022-10-15,2022-10-17,6 días,294.08,No,14.22,20.68,1,1,3,8
8940,8940,2022-10-11,2022-10-15,2022-10-15,4 días,455.86,Si,13.82,32.98,3,1,3,7
8941,8941,2022-10-11,2022-10-15,2022-10-16,5 días,343.82,No,11.87,28.97,1,1,3,14
8942,8942,2022-10-11,2022-10-15,2022-10-17,6 días,3770.02,No,2.74,1373.92,8,3,3,13
8943,8943,2022-10-12,2022-10-16,2022-10-18,6 días,711.6,No,8.28,85.91,5,2,3,6
8944,8944,2022-10-13,2022-10-17,2022-10-19,6 días,472.66,No,13.36,35.38,3,1,3,14
8945,8945,2022-10-12,2022-10-16,2022-10-14,2 días,510.67,Si,10.6,48.18,2,1,4,1
8946,8946,2022-10-14,2022-10-18,2022-10-20,6 días,351.98,No,19.4,18.14,3,1,3,4
8947,8947,2022-10-13,2022-10-17,2022-10-18,5 días,215.72,No,28.31,7.62,1,1,3,2
8948,8948,2022-10-14,2022-10-18,,Pendiente,301.24,Pendiente,18.87,15.96,2,1,2,1
8949,8949,2022-10-13,2022-10-17,2022-10-20,7 días,381.25,No,13.49,28.27,2,1,3,4
8950,8950,2022-10-12,2022-10-16,2022-10-18,6 días,1777.4,No,6.23,285.48,6,2,3,2
8951,8951,2022-10-14,2022-10-18,2022-10-17,3 días,365.13,Si,14.16,25.79,2,1,3,9
8952,8952,2022-10-15,2022-10-19,2022-10-19,4 días,287.51,Si,32.2,8.93,3,1,3,4
8953,8953,2022-10-14,2022-10-18,2022-10-19,5 días,1497.72,No,5.0,299.43,4,2,3,15
8954,8954,2022-10-13,2022-10-17,2022-10-20,7 días,391.4,No,10.61,36.9,1,1,3,8
8955,8955,2022-10-13,2022-10-17,,Pendiente,346.88,Pendiente,11.77,29.48,1,1,1,8
8956,8956,2022-10-13,2022-10-17,2022-10-19,6 días,316.34,No,12.97,24.39,1,1,3,4
8957,8957,2022-10-14,2022-10-18,2022-10-16,2 días,254.48,Si,18.07,14.08,1,1,3,9
8958,8958,2022-10-13,2022-10-17,2022-10-15,2 días,1534.28,Si,3.28,467.14,7,3,3,4
8959,8959,2022-10-15,2022-10-19,2022-10-17,2 días,337.49,Si,21.0,16.07,3,1,3,1
8960,8960,2022-10-15,2022-10-19,2022-10-16,1 días,373.94,Si,11.0,33.99,1,1,3,6
8961,8961,2022-10-14,2022-10-18,2022-10-18,4 días,449.77,Si,14.01,32.11,3,1,3,1
8962,8962,2022-10-15,2022-10-19,2022-10-22,7 días,1266.05,No,6.91,183.21,6,2,3,4
8963,8963,2022-10-16,2022-10-20,2022-10-19,3 días,397.13,Si,16.15,24.59,3,1,3,1
8964,8964,2022-10-15,2022-10-19,2022-10-17,2 días,491.98,Si,12.9,38.14,3,1,3,4
8965,8965,2022-10-15,2022-10-19,2022-10-22,7 días,254.54,No,18.07,14.09,1,1,3,3
8966,8966,2022-10-16,2022-10-20,2022-10-23,7 días,306.41,No,26.35,11.63,3,1,4,12
8967,8967,2022-10-14,2022-10-18,2022-10-16,2 días,500.79,Si,10.73,46.66,2,1,4,5
8968,8968,2022-10-16,2022-10-20,2022-10-21,5 días,474.86,No,11.13,42.67,2,1,3,11
8969,8969,2022-10-15,2022-10-19,,Pendiente,800.24,Pendiente,6.4,125.06,4,2,1,6
8970,8970,2022-10-15,2022-10-19,2022-10-18,3 días,367.04,Si,11.18,32.84,1,1,3,13
8971,8971,2022-10-14,2022-10-18,2022-10-20,6 días,359.96,No,18.67,19.28,3,1,3,4
8972,8972,2022-10-15,2022-10-19,2022-10-19,4 días,1234.24,Si,5.28,233.56,4,2,4,3
8973,8973,2022-10-15,2022-10-19,2022-10-22,7 días,468.62,No,11.24,41.71,2,1,3,15
8974,8974,2022-10-15,2022-10-19,2022-10-22,7 días,375.29,No,17.48,21.47,3,1,3,11
8975,8975,2022-10-16,2022-10-20,2022-10-20,4 días,445.61,Si,11.67,38.17,2,1,3,2
8976,8976,2022-10-16,2022-10-20,,Pendiente,897.09,Pendiente,7.06,127.13,5,2,1,11
8977,8977,2022-10-16,2022-10-20,2022-10-17,1 días,1538.62,Si,3.81,403.75,8,3,4,12
8978,8978,2022-10-16,2022-10-20,,Pendiente,306.48,Pendiente,26.33,11.64,3,1,1,3
8979,8979,2022-10-16,2022-10-20,2022-10-18,2 días,398.81,Si,12.88,30.97,2,1,3,7
8980,8980,2022-10-16,2022-10-20,2022-10-18,2 días,362.34,Si,14.29,25.36,2,1,4,1
8981,8981,2022-10-17,2022-10-21,2022-10-24,7 días,1369.0,No,5.12,267.25,4,2,3,6
8982,8982,2022-10-15,2022-10-19,2022-10-22,7 días,1032.8,No,5.64,183.2,4,2,3,4
8983,8983,2022-10-15,2022-10-19,2022-10-22,7 días,481.13,No,13.15,36.59,3,1,3,1
8984,8984,2022-10-15,2022-10-19,2022-10-20,5 días,326.08,No,22.58,14.44,3,1,3,2
8985,8985,2022-10-17,2022-10-21,2022-10-19,2 días,227.96,Si,23.6,9.66,1,1,3,4
8986,8986,2022-10-17,2022-10-21,2022-10-21,4 días,502.69,Si,12.67,39.67,3,1,3,2
8987,8987,2022-10-15,2022-10-19,2022-10-20,5 días,467.76,No,13.49,34.68,3,1,3,1
8988,8988,2022-10-15,2022-10-19,2022-10-22,7 días,276.62,No,15.57,17.77,1,1,3,14
8989,8989,2022-10-16,2022-10-20,2022-10-17,1 días,1052.08,Si,5.6,188.02,4,2,3,1
8990,8990,2022-10-16,2022-10-20,2022-10-20,4 días,1649.05,Si,6.35,259.81,6,2,3,8
8991,8991,2022-10-15,2022-10-19,2022-10-16,1 días,1059.12,Si,5.58,189.78,4,2,3,12
8992,8992,2022-10-16,2022-10-20,2022-10-20,4 días,3159.99,Si,2.85,1108.69,8,3,3,5
8993,8993,2022-10-17,2022-10-21,2022-10-18,1 días,470.63,Si,11.2,42.02,2,1,3,14
8994,8994,2022-10-17,2022-10-21,2022-10-20,3 días,470.7,Si,13.41,35.1,3,1,3,3
8995,8995,2022-10-15,2022-10-19,,Pendiente,366.92,Pendiente,11.18,32.82,1,1,2,10
8996,8996,2022-10-17,2022-10-21,2022-10-24,7 días,320.2,No,23.54,13.6,3,1,3,8
8997,8997,2022-10-17,2022-10-21,2022-10-19,2 días,508.59,Si,10.63,47.86,2,1,3,14
8998,8998,2022-10-18,2022-10-22,2022-10-19,1 días,491.95,Si,10.86,45.3,2,1,3,6
8999,8999,2022-10-17,2022-10-21,2022-10-21,4 días,428.38,Si,12.06,35.52,2,1,3,1
9000,9000,2022-10-17,2022-10-21,2022-10-22,5 días,282.13,No,21.67,13.02,2,1,3,2
9001,9001,2022-10-17,2022-10-21,2022-10-24,7 días,506.84,No,10.65,47.59,2,1,3,14
9002,9002,2022-10-17,2022-10-21,2022-10-22,5 días,356.96,No,11.46,31.16,1,1,3,8
9003,9003,2022-10-16,2022-10-20,2022-10-17,1 días,236.56,Si,39.36,6.01,2,1,3,3
9004,9004,2022-10-18,2022-10-22,2022-10-19,1 días,488.55,Si,12.98,37.65,3,1,4,2
9005,9005,2022-10-18,2022-10-22,2022-10-21,3 días,428.24,Si,9.95,43.04,1,1,3,14
9006,9006,2022-10-17,2022-10-21,2022-10-23,6 días,498.49,No,12.76,39.07,3,1,3,15
9007,9007,2022-10-18,2022-10-22,2022-10-25,7 días,570.07,No,10.47,54.46,5,2,3,14
9008,9008,2022-10-18,2022-10-22,2022-10-24,6 días,428.0,No,14.76,29.0,3,1,3,2
9009,9009,2022-10-16,2022-10-20,2022-10-18,2 días,296.66,Si,14.05,21.11,1,1,3,14
9010,9010,2022-10-17,2022-10-21,2022-10-18,1 días,249.31,Si,31.28,7.97,2,1,3,12
9011,9011,2022-10-16,2022-10-20,2022-10-23,7 días,1454.4,No,5.04,288.6,4,2,3,2
9012,9012,2022-10-18,2022-10-22,2022-10-20,2 días,481.94,Si,11.01,43.76,2,1,3,14
9013,9013,2022-10-17,2022-10-21,2022-10-19,2 días,808.45,Si,8.82,91.69,6,2,3,14
9014,9014,2022-10-17,2022-10-21,2022-10-19,2 días,261.2,Si,26.65,9.8,2,1,3,12
9015,9015,2022-10-17,2022-10-21,2022-10-22,5 días,200.84,No,39.07,5.14,1,1,3,12
9016,9016,2022-10-17,2022-10-21,,Pendiente,283.88,Pendiente,21.36,13.29,2,1,2,3
9017,9017,2022-10-19,2022-10-23,2022-10-24,5 días,441.9,No,11.75,37.6,2,1,3,11
9018,9018,2022-10-18,2022-10-22,2022-10-22,4 días,408.32,Si,10.28,39.72,1,1,3,6
9019,9019,2022-10-18,2022-10-22,,Pendiente,548.82,Pendiente,11.86,46.26,3,1,1,14
9020,9020,2022-10-19,2022-10-23,2022-10-24,5 días,557.57,No,11.74,47.51,3,1,3,2
9021,9021,2022-10-18,2022-10-22,2022-10-23,5 días,366.89,No,18.1,20.27,3,1,3,8
9022,9022,2022-10-17,2022-10-21,,Pendiente,442.82,Pendiente,9.74,45.47,1,1,1,2
9023,9023,2022-10-19,2022-10-23,2022-10-26,7 días,321.04,No,23.4,13.72,3,1,3,15
9024,9024,2022-10-17,2022-10-21,,Pendiente,1062.15,Pendiente,7.46,142.43,6,2,1,11
9025,9025,2022-10-17,2022-10-21,2022-10-21,4 días,481.88,Si,11.01,43.75,2,1,3,1
9026,9026,2022-10-17,2022-10-21,2022-10-24,7 días,506.57,No,10.65,47.55,2,1,3,8
9027,9027,2022-10-18,2022-10-22,2022-10-19,1 días,550.85,Si,11.83,46.55,3,1,3,10
9028,9028,2022-10-17,2022-10-21,2022-10-23,6 días,287.3,No,14.7,19.55,1,1,3,8
9029,9029,2022-10-18,2022-10-22,2022-10-23,5 días,235.85,No,39.97,5.9,2,1,3,8
9030,9030,2022-10-19,2022-10-23,,Pendiente,381.38,Pendiente,13.48,28.29,2,1,1,13
9031,9031,2022-10-19,2022-10-23,2022-10-26,7 días,262.8,No,48.67,5.4,3,1,3,5
9032,9032,2022-10-20,2022-10-24,2022-10-21,1 días,301.16,Si,27.68,10.88,3,1,4,8
9033,9033,2022-10-19,2022-10-23,2022-10-24,5 días,280.5,No,21.97,12.77,2,1,3,1
9034,9034,2022-10-18,2022-10-22,2022-10-19,1 días,305.48,Si,13.53,22.58,1,1,3,15
9035,9035,2022-10-19,2022-10-23,2022-10-22,3 días,323.24,Si,12.66,25.54,1,1,3,14
9036,9036,2022-10-19,2022-10-23,2022-10-25,6 días,479.01,No,11.06,43.31,2,1,3,6
9037,9037,2022-10-20,2022-10-24,2022-10-26,6 días,324.06,No,16.64,19.47,2,1,3,11
9038,9038,2022-10-18,2022-10-22,2022-10-20,2 días,253.66,Si,29.36,8.64,2,1,3,2
9039,9039,2022-10-20,2022-10-24,2022-10-25,5 días,287.13,No,20.82,13.79,2,1,3,1
9040,9040,2022-10-18,2022-10-22,2022-10-22,4 días,470.63,Si,13.41,35.09,3,1,4,6
9041,9041,2022-10-19,2022-10-23,2022-10-23,4 días,391.11,Si,16.48,23.73,3,1,3,6
9042,9042,2022-10-20,2022-10-24,2022-10-25,5 días,270.3,No,24.13,11.2,2,1,3,4
9043,9043,2022-10-19,2022-10-23,2022-10-20,1 días,307.22,Si,18.2,16.88,2,1,3,6
9044,9044,2022-10-20,2022-10-24,2022-10-21,1 días,517.69,Si,10.51,49.26,2,1,3,8
9045,9045,2022-10-20,2022-10-24,,Pendiente,406.09,Pendiente,12.65,32.09,2,1,2,8
9046,9046,2022-10-20,2022-10-24,2022-10-27,7 días,486.24,No,13.03,37.32,3,1,3,8
9047,9047,2022-10-20,2022-10-24,2022-10-21,1 días,482.11,Si,13.13,36.73,3,1,3,1
9048,9048,2022-10-20,2022-10-24,2022-10-21,1 días,2521.62,Si,3.03,831.14,8,3,3,4
9049,9049,2022-10-19,2022-10-23,2022-10-23,4 días,4051.51,Si,2.71,1496.31,8,3,3,1
9050,9050,2022-10-20,2022-10-24,2022-10-24,4 días,520.0,Si,9.45,55.0,4,2,3,9
9051,9051,2022-10-21,2022-10-25,2022-10-28,7 días,351.86,No,11.61,30.31,1,1,3,6
9052,9052,2022-10-20,2022-10-24,2022-10-23,3 días,1776.7,Si,3.5,507.26,8,3,4,1
9053,9053,2022-10-19,2022-10-23,2022-10-22,3 días,239.03,Si,37.41,6.39,2,1,3,8
9054,9054,2022-10-19,2022-10-23,2022-10-23,4 días,417.5,Si,15.18,27.5,3,1,3,4
9055,9055,2022-10-19,2022-10-23,2022-10-20,1 días,455.94,Si,11.47,39.76,2,1,3,3
9056,9056,2022-10-21,2022-10-25,2022-10-28,7 días,1071.08,No,5.56,192.77,4,2,3,12
9057,9057,2022-10-20,2022-10-24,2022-10-26,6 días,396.53,No,12.95,30.62,2,1,3,14
9058,9058,2022-10-20,2022-10-24,2022-10-21,1 días,505.21,Si,12.62,40.03,3,1,3,8
9059,9059,2022-10-20,2022-10-24,2022-10-23,3 días,568.84,Si,11.58,49.12,3,1,3,1
9060,9060,2022-10-22,2022-10-26,2022-10-25,3 días,3441.74,Si,2.8,1231.19,8,3,3,15
9061,9061,2022-10-21,2022-10-25,2022-10-28,7 días,423.68,No,10.02,42.28,1,1,3,14
9062,9062,2022-10-20,2022-10-24,2022-10-27,7 días,289.54,No,31.4,9.22,3,1,3,6
9063,9063,2022-10-21,2022-10-25,2022-10-24,3 días,454.04,Si,9.59,47.34,1,1,3,3
9064,9064,2022-10-22,2022-10-26,2022-10-25,3 días,455.37,Si,13.84,32.91,3,1,3,5
9065,9065,2022-10-21,2022-10-25,2022-10-26,5 días,264.19,No,25.75,10.26,2,1,3,7
9066,9066,2022-10-22,2022-10-26,2022-10-29,7 días,407.07,No,15.65,26.01,3,1,3,7
9067,9067,2022-10-22,2022-10-26,2022-10-23,1 días,397.96,Si,12.9,30.84,2,1,3,1
9068,9068,2022-10-21,2022-10-25,2022-10-26,5 días,452.24,No,11.54,39.19,2,1,3,6
9069,9069,2022-10-22,2022-10-26,2022-10-27,5 días,478.17,No,11.07,43.18,2,1,3,2
9070,9070,2022-10-23,2022-10-27,2022-10-30,7 días,567.23,No,11.6,48.89,3,1,3,15
9071,9071,2022-10-23,2022-10-27,2022-10-26,3 días,429.12,Si,14.72,29.16,3,1,3,15
9072,9072,2022-10-23,2022-10-27,2022-10-30,7 días,441.25,No,11.77,37.5,2,1,3,9
9073,9073,2022-10-23,2022-10-27,2022-10-29,6 días,348.44,No,11.72,29.74,1,1,3,3
9074,9074,2022-10-22,2022-10-26,2022-10-25,3 días,500.99,Si,10.73,46.69,2,1,3,14
9075,9075,2022-10-22,2022-10-26,,Pendiente,345.57,Pendiente,15.17,22.78,2,1,1,6
9076,9076,2022-10-23,2022-10-27,2022-10-24,1 días,331.76,Si,12.31,26.96,1,1,3,12
9077,9077,2022-10-21,2022-10-25,2022-10-27,6 días,348.55,No,19.75,17.65,3,1,3,3
9078,9078,2022-10-22,2022-10-26,2022-10-28,6 días,565.06,No,11.63,48.58,3,1,3,1
9079,9079,2022-10-24,2022-10-28,,Pendiente,377.94,Pendiente,13.61,27.76,2,1,2,2
9080,9080,2022-10-22,2022-10-26,,Pendiente,246.97,Pendiente,32.45,7.61,2,1,1,3
9081,9081,2022-10-22,2022-10-26,2022-10-27,5 días,589.87,No,10.02,58.86,5,2,3,2
9082,9082,2022-10-22,2022-10-26,,Pendiente,451.94,Pendiente,9.62,46.99,1,1,2,15
9083,9083,2022-10-22,2022-10-26,2022-10-26,4 días,1391.55,Si,5.87,237.01,5,2,3,14
9084,9084,2022-10-22,2022-10-26,2022-10-29,7 días,502.15,No,10.71,46.87,2,1,3,14
9085,9085,2022-10-22,2022-10-26,2022-10-25,3 días,3319.28,Si,2.82,1177.95,8,3,3,6
9086,9086,2022-10-22,2022-10-26,2022-10-26,4 días,452.08,Si,13.94,32.44,3,1,3,7
9087,9087,2022-10-22,2022-10-26,2022-10-29,7 días,254.96,No,18.01,14.16,1,1,3,1
9088,9088,2022-10-24,2022-10-28,2022-10-30,6 días,459.77,No,11.39,40.35,2,1,3,12
9089,9089,2022-10-22,2022-10-26,2022-10-26,4 días,1843.84,Si,3.44,536.45,8,3,3,2
