VentaSK,SK_Proveedor,SK_RangoDistancia,SK_EstadoPedido,SK_Almacen,Fecha_Envio,Fecha_Estimada,Fecha_Entrega_Real,Distancia_Km,Costo_Total,Costo_Por_Km,Tiempo_Entrega_Dias,Entregado_A_Tiempo
8152,1,1,3,12,2022-08-13,2022-08-17,2022-08-19,32.76,366.56,11.19,6,No
8153,2,1,1,10,2022-08-14,2022-08-18,,32.37,407.9,12.6,0,Pendiente
8154,6,2,3,9,2022-08-15,2022-08-19,2022-08-17,257.96,1639.8,6.36,2,Si
8155,1,1,3,4,2022-08-15,2022-08-19,2022-08-19,42.66,425.96,9.98,4,Si
8156,2,1,3,8,2022-08-15,2022-08-19,2022-08-20,9.97,262.31,26.31,5,No
8157,1,1,3,3,2022-08-13,2022-08-17,2022-08-14,47.27,453.62,9.6,1,Si
8158,2,1,3,3,2022-08-14,2022-08-18,2022-08-15,42.36,472.84,11.16,1,Si
8159,1,1,3,1,2022-08-14,2022-08-18,2022-08-16,21.69,300.14,13.84,2,Si
8160,1,1,1,7,2022-08-13,2022-08-17,,42.83,426.98,9.97,0,Pendiente
8161,1,1,3,14,2022-08-15,2022-08-19,2022-08-17,5.98,205.88,34.43,2,Si
8162,1,1,3,6,2022-08-15,2022-08-19,2022-08-18,38.79,402.74,10.38,3,Si
8163,6,2,3,7,2022-08-14,2022-08-18,2022-08-16,257.94,1639.7,6.36,2,Si
8164,2,1,3,6,2022-08-14,2022-08-18,2022-08-18,24.98,359.87,14.41,4,Si
8165,2,1,3,3,2022-08-15,2022-08-19,2022-08-20,15.61,298.97,19.15,5,No
8166,5,2,3,14,2022-08-15,2022-08-19,2022-08-19,174.97,1112.37,6.36,4,Si
8167,3,1,1,9,2022-08-16,2022-08-20,,23.79,391.53,16.46,0,Pendiente
8168,3,1,3,8,2022-08-14,2022-08-18,2022-08-17,31.24,443.68,14.2,3,Si
8169,4,2,3,8,2022-08-15,2022-08-19,2022-08-20,52.12,508.48,9.76,5,No
8170,3,1,4,7,2022-08-15,2022-08-19,2022-08-18,16.84,342.88,20.36,3,Si
8171,1,1,3,9,2022-08-15,2022-08-19,2022-08-22,18.76,282.56,15.06,7,No
8172,3,1,2,12,2022-08-15,2022-08-19,,48.37,563.59,11.65,0,Pendiente
8173,5,2,2,2,2022-08-15,2022-08-19,,183.18,1149.31,6.27,0,Pendiente
8174,2,1,3,15,2022-08-15,2022-08-19,2022-08-19,49.93,522.05,10.46,4,Si
8175,1,1,3,13,2022-08-16,2022-08-20,2022-08-19,18.79,282.74,15.05,3,Si
8176,3,1,4,6,2022-08-15,2022-08-19,2022-08-19,49.94,574.58,11.51,4,Si
8177,1,1,2,10,2022-08-15,2022-08-19,,15.4,262.4,17.04,0,Pendiente
8178,1,1,3,1,2022-08-14,2022-08-18,2022-08-15,12.14,242.84,20.0,1,Si
8179,7,3,3,2,2022-08-16,2022-08-20,2022-08-18,1013.6,2627.2,2.59,2,Si
8180,1,1,3,6,2022-08-15,2022-08-19,2022-08-20,7.4,214.4,28.97,5,No
8181,1,1,3,14,2022-08-15,2022-08-19,2022-08-19,35.76,384.56,10.75,4,Si
8182,3,1,3,7,2022-08-17,2022-08-21,2022-08-23,28.48,424.36,14.9,6,No
8183,1,1,3,14,2022-08-16,2022-08-20,2022-08-18,29.44,346.64,11.77,2,Si
8184,1,1,3,14,2022-08-16,2022-08-20,2022-08-18,36.04,386.24,10.72,2,Si
8185,6,2,3,2,2022-08-15,2022-08-19,2022-08-16,176.4,1232.0,6.98,1,Si
8186,3,1,3,11,2022-08-16,2022-08-20,2022-08-20,45.07,540.49,11.99,4,Si
8187,6,2,3,7,2022-08-17,2022-08-21,2022-08-24,234.66,1523.3,6.49,7,No
8188,3,1,3,11,2022-08-16,2022-08-20,2022-08-21,29.65,432.55,14.59,5,No
8189,1,1,3,7,2022-08-17,2022-08-21,2022-08-22,14.03,254.18,18.12,5,No
8190,1,1,2,4,2022-08-16,2022-08-20,,40.02,410.12,10.25,0,Pendiente
8191,1,1,3,12,2022-08-17,2022-08-21,2022-08-23,43.85,433.1,9.88,6,No
8192,3,1,3,2,2022-08-17,2022-08-21,2022-08-23,5.12,260.84,50.95,6,No
8193,6,2,1,5,2022-08-16,2022-08-20,,64.65,673.25,10.41,0,Pendiente
8194,3,1,3,8,2022-08-18,2022-08-22,2022-08-21,28.23,422.61,14.97,3,Si
8195,2,1,3,1,2022-08-17,2022-08-21,2022-08-19,40.37,459.9,11.39,2,Si
8196,2,1,3,15,2022-08-18,2022-08-22,2022-08-19,29.28,387.82,13.25,1,Si
8197,3,1,3,3,2022-08-16,2022-08-20,2022-08-23,33.2,457.4,13.78,7,No
8198,3,1,3,13,2022-08-17,2022-08-21,2022-08-18,24.02,393.14,16.37,1,Si
8199,1,1,3,11,2022-08-17,2022-08-21,2022-08-18,34.09,374.54,10.99,1,Si
8200,1,1,2,2,2022-08-18,2022-08-22,,28.9,343.4,11.88,0,Pendiente
8201,3,1,1,12,2022-08-18,2022-08-22,,47.28,555.96,11.76,0,Pendiente
8202,2,1,3,4,2022-08-18,2022-08-22,2022-08-20,33.42,414.73,12.41,2,Si
8203,1,1,4,2,2022-08-18,2022-08-22,2022-08-23,17.99,277.94,15.45,5,No
8204,3,1,3,12,2022-08-16,2022-08-20,2022-08-18,21.89,378.23,17.28,2,Si
8205,2,1,1,1,2022-08-19,2022-08-23,,34.53,421.94,12.22,0,Pendiente
8206,1,1,3,8,2022-08-18,2022-08-22,2022-08-19,24.55,317.3,12.92,1,Si
8207,1,1,3,10,2022-08-17,2022-08-21,2022-08-24,31.45,358.7,11.41,7,No
8208,1,1,3,15,2022-08-18,2022-08-22,2022-08-21,46.01,446.06,9.69,3,Si
8209,2,1,2,15,2022-08-18,2022-08-22,,35.95,431.18,11.99,0,Pendiente
8210,3,1,3,11,2022-08-18,2022-08-22,2022-08-22,34.57,466.99,13.51,4,Si
8211,3,1,1,6,2022-08-17,2022-08-21,,45.1,540.7,11.99,0,Pendiente
8212,2,1,3,13,2022-08-18,2022-08-22,2022-08-22,12.29,277.38,22.57,4,Si
8213,3,1,1,3,2022-08-19,2022-08-23,,42.91,525.37,12.24,0,Pendiente
8214,2,1,3,15,2022-08-19,2022-08-23,2022-08-25,12.26,277.19,22.61,6,No
8215,3,1,3,7,2022-08-19,2022-08-23,2022-08-23,48.27,562.89,11.66,4,Si
8216,2,1,3,2,2022-08-18,2022-08-22,2022-08-21,6.61,240.47,36.38,3,Si
8217,2,1,3,9,2022-08-19,2022-08-23,2022-08-21,25.2,361.3,14.34,2,Si
8218,3,1,3,3,2022-08-20,2022-08-24,2022-08-27,46.77,552.39,11.81,7,No
8219,3,1,1,6,2022-08-18,2022-08-22,,15.31,332.17,21.7,0,Pendiente
8220,2,1,2,6,2022-08-19,2022-08-23,,16.14,302.41,18.74,0,Pendiente
8221,3,1,3,7,2022-08-18,2022-08-22,2022-08-23,12.02,309.14,25.72,5,No
8222,1,1,3,15,2022-08-20,2022-08-24,2022-08-26,42.79,426.74,9.97,6,No
8223,6,2,1,6,2022-08-19,2022-08-23,,262.92,1664.6,6.33,0,Pendiente
8224,2,1,2,4,2022-08-18,2022-08-22,,29.14,386.91,13.28,0,Pendiente
8225,2,1,3,15,2022-08-20,2022-08-24,2022-08-27,7.79,248.13,31.85,7,No
8226,1,1,3,6,2022-08-19,2022-08-23,2022-08-23,7.62,215.72,28.31,4,Si
8227,7,3,3,4,2022-08-21,2022-08-25,2022-08-23,1347.16,3294.32,2.45,2,Si
8228,2,1,3,10,2022-08-21,2022-08-25,2022-08-28,38.24,446.06,11.66,7,No
8229,1,1,3,8,2022-08-20,2022-08-24,2022-08-24,37.41,394.46,10.54,4,Si
8230,3,1,4,5,2022-08-21,2022-08-25,2022-08-24,31.93,448.51,14.05,3,Si
8231,1,1,1,6,2022-08-19,2022-08-23,,17.35,274.1,15.8,0,Pendiente
8232,1,1,3,7,2022-08-19,2022-08-23,2022-08-22,23.32,309.92,13.29,3,Si
8233,3,1,3,2,2022-08-20,2022-08-24,2022-08-25,10.74,300.18,27.95,5,No
8234,2,1,2,12,2022-08-20,2022-08-24,,26.08,367.02,14.07,0,Pendiente
8235,3,1,3,1,2022-08-21,2022-08-25,2022-08-27,49.71,572.97,11.53,6,No
8236,3,1,3,10,2022-08-21,2022-08-25,2022-08-28,6.27,268.89,42.89,7,No
8237,6,2,3,3,2022-08-21,2022-08-25,2022-08-26,221.17,1455.85,6.58,5,No
8238,1,1,3,6,2022-08-21,2022-08-25,2022-08-25,10.81,234.86,21.73,4,Si
8239,1,1,3,14,2022-08-20,2022-08-24,2022-08-26,18.46,280.76,15.21,6,No
8240,7,3,3,2,2022-08-20,2022-08-24,2022-08-24,1477.46,3554.92,2.41,4,Si
8241,1,1,3,9,2022-08-19,2022-08-23,2022-08-20,11.48,238.88,20.81,1,Si
8242,2,1,2,1,2022-08-21,2022-08-25,,25.41,362.66,14.27,0,Pendiente
8243,2,1,2,1,2022-08-21,2022-08-25,,23.88,352.72,14.77,0,Pendiente
8244,2,1,3,1,2022-08-21,2022-08-25,2022-08-23,39.83,456.39,11.46,2,Si
8245,1,1,3,1,2022-08-21,2022-08-25,2022-08-26,22.34,304.04,13.61,5,No
8246,3,1,3,6,2022-08-21,2022-08-25,2022-08-27,48.07,561.49,11.68,6,No
8247,2,1,3,6,2022-08-20,2022-08-24,2022-08-23,23.29,348.88,14.98,3,Si
8248,1,1,3,7,2022-08-22,2022-08-26,2022-08-23,22.49,304.94,13.56,1,Si
8249,3,1,2,6,2022-08-21,2022-08-25,,46.32,549.24,11.86,0,Pendiente
8250,3,1,2,8,2022-08-22,2022-08-26,,32.75,454.25,13.87,0,Pendiente
8251,2,1,3,14,2022-08-20,2022-08-24,2022-08-26,16.31,303.51,18.61,6,No
8252,3,1,3,6,2022-08-20,2022-08-24,2022-08-27,43.94,532.58,12.12,7,No
8253,1,1,3,8,2022-08-20,2022-08-24,2022-08-26,37.56,395.36,10.53,6,No
8254,3,1,3,14,2022-08-22,2022-08-26,2022-08-23,24.47,396.29,16.19,1,Si
8255,3,1,3,6,2022-08-21,2022-08-25,2022-08-28,37.1,484.7,13.06,7,No
8256,6,2,3,1,2022-08-22,2022-08-26,2022-08-24,138.64,1043.2,7.52,2,Si
8257,1,1,3,1,2022-08-21,2022-08-25,2022-08-24,30.0,350.0,11.67,3,Si
8258,2,1,3,3,2022-08-23,2022-08-27,2022-08-25,30.45,395.42,12.99,2,Si
8259,5,2,3,6,2022-08-22,2022-08-26,2022-08-27,261.17,1500.27,5.74,5,No
8260,1,1,3,3,2022-08-21,2022-08-25,2022-08-27,23.02,308.12,13.38,6,No
8261,6,2,1,6,2022-08-21,2022-08-25,,287.78,1788.9,6.22,0,Pendiente
8262,5,2,2,9,2022-08-22,2022-08-26,,294.5,1650.25,5.6,0,Pendiente
8263,2,1,3,2,2022-08-21,2022-08-25,2022-08-26,16.84,306.96,18.23,5,No
8264,3,1,3,14,2022-08-21,2022-08-25,2022-08-27,20.18,366.26,18.15,6,No
8265,2,1,3,14,2022-08-21,2022-08-25,2022-08-23,12.87,281.15,21.85,2,Si
8266,3,1,4,1,2022-08-22,2022-08-26,2022-08-28,15.06,330.42,21.94,6,No
8267,3,1,3,9,2022-08-21,2022-08-25,2022-08-22,18.64,355.48,19.07,1,Si
8268,6,2,3,14,2022-08-22,2022-08-26,2022-08-24,259.29,1646.45,6.35,2,Si
8269,8,3,3,13,2022-08-23,2022-08-27,2022-08-24,982.15,2868.94,2.92,1,Si
8270,2,1,3,6,2022-08-24,2022-08-28,2022-08-31,30.61,396.47,12.95,7,No
8271,1,1,3,15,2022-08-22,2022-08-26,2022-08-25,11.07,236.42,21.36,3,Si
8272,1,1,3,1,2022-08-22,2022-08-26,2022-08-26,31.47,358.82,11.4,4,Si
8273,2,1,3,14,2022-08-23,2022-08-27,2022-08-25,20.57,331.2,16.1,2,Si
8274,1,1,3,10,2022-08-24,2022-08-28,2022-08-28,36.71,390.26,10.63,4,Si
8275,1,1,3,6,2022-08-23,2022-08-27,2022-08-26,8.71,222.26,25.52,3,Si
8276,2,1,3,14,2022-08-24,2022-08-28,2022-08-29,39.42,453.73,11.51,5,No
8277,2,1,3,4,2022-08-24,2022-08-28,2022-08-26,20.11,328.22,16.32,2,Si
8278,2,1,3,15,2022-08-24,2022-08-28,2022-08-27,10.82,267.83,24.75,3,Si
8279,3,1,3,15,2022-08-22,2022-08-26,2022-08-25,22.91,385.37,16.82,3,Si
8280,5,2,3,14,2022-08-23,2022-08-27,2022-08-28,204.04,1243.18,6.09,5,No
8281,3,1,3,6,2022-08-25,2022-08-29,2022-09-01,26.59,411.13,15.46,7,No
8282,3,1,3,11,2022-08-24,2022-08-28,2022-08-30,9.8,293.6,29.96,6,No
8283,1,1,3,8,2022-08-25,2022-08-29,2022-09-01,31.32,357.92,11.43,7,No
8284,6,2,3,1,2022-08-23,2022-08-27,2022-08-30,107.38,886.9,8.26,7,No
8285,3,1,3,6,2022-08-23,2022-08-27,2022-08-24,9.08,288.56,31.78,1,Si
8286,8,3,3,8,2022-08-25,2022-08-29,2022-08-31,1389.4,3805.62,2.74,6,No
8287,2,1,3,3,2022-08-23,2022-08-27,2022-08-26,33.68,416.42,12.36,3,Si
8288,1,1,2,8,2022-08-24,2022-08-28,,39.19,405.14,10.34,0,Pendiente
8289,3,1,4,14,2022-08-23,2022-08-27,2022-08-29,31.24,443.68,14.2,6,No
8290,3,1,3,11,2022-08-23,2022-08-27,2022-08-25,27.95,420.65,15.05,2,Si
8291,2,1,4,15,2022-08-23,2022-08-27,2022-08-27,5.27,231.75,43.98,4,Si
8292,2,1,3,6,2022-08-24,2022-08-28,2022-08-30,39.17,452.11,11.54,6,No
8293,3,1,3,2,2022-08-23,2022-08-27,2022-08-30,23.64,390.48,16.52,7,No
8294,3,1,3,14,2022-08-25,2022-08-29,2022-09-01,40.07,505.49,12.62,7,No
8295,2,1,3,14,2022-08-25,2022-08-29,2022-09-01,21.99,340.44,15.48,7,No
8296,2,1,3,12,2022-08-25,2022-08-29,2022-08-29,12.39,278.04,22.44,4,Si
8297,1,1,3,9,2022-08-26,2022-08-30,2022-09-01,20.37,292.22,14.35,6,No
8298,3,1,3,4,2022-08-25,2022-08-29,2022-08-26,32.97,455.79,13.82,1,Si
8299,1,1,3,4,2022-08-25,2022-08-29,2022-08-31,16.94,271.64,16.04,6,No
8300,3,1,3,8,2022-08-24,2022-08-28,2022-08-28,21.13,372.91,17.65,4,Si
8301,7,3,3,5,2022-08-26,2022-08-30,2022-08-31,1300.15,3200.3,2.46,5,No
8302,1,1,3,7,2022-08-26,2022-08-30,2022-08-28,25.56,323.36,12.65,2,Si
8303,2,1,3,11,2022-08-24,2022-08-28,2022-08-28,24.89,359.28,14.43,4,Si
8304,1,1,3,14,2022-08-25,2022-08-29,2022-08-27,26.06,326.36,12.52,2,Si
8305,2,1,3,9,2022-08-24,2022-08-28,2022-08-26,45.02,490.13,10.89,2,Si
8306,6,2,3,12,2022-08-26,2022-08-30,2022-09-02,296.89,1834.45,6.18,7,No
8307,1,1,3,11,2022-08-25,2022-08-29,2022-08-31,22.13,302.78,13.68,6,No
8308,3,1,3,6,2022-08-25,2022-08-29,2022-08-31,15.68,334.76,21.35,6,No
8309,7,3,4,1,2022-08-24,2022-08-28,2022-08-31,777.57,2155.14,2.77,7,No
8310,5,2,3,13,2022-08-24,2022-08-28,2022-08-26,82.9,698.05,8.42,2,Si
8311,5,2,2,5,2022-08-25,2022-08-29,,119.45,862.53,7.22,0,Pendiente
8312,2,1,3,6,2022-08-24,2022-08-28,2022-08-28,42.19,471.74,11.18,4,Si
8313,3,1,3,9,2022-08-26,2022-08-30,2022-09-02,15.48,333.36,21.53,7,No
8314,3,1,3,2,2022-08-27,2022-08-31,2022-08-29,39.33,500.31,12.72,2,Si
8315,1,1,3,8,2022-08-26,2022-08-30,2022-09-01,23.58,311.48,13.21,6,No
8316,1,1,3,10,2022-08-25,2022-08-29,2022-09-01,43.24,429.44,9.93,7,No
8317,1,1,3,6,2022-08-25,2022-08-29,2022-08-29,46.37,448.22,9.67,4,Si
8318,3,1,3,1,2022-08-25,2022-08-29,2022-08-26,13.44,319.08,23.74,1,Si
8319,6,2,1,1,2022-08-27,2022-08-31,,61.65,658.25,10.68,0,Pendiente
8320,5,2,4,9,2022-08-27,2022-08-31,2022-09-03,200.68,1228.06,6.12,7,No
8321,3,1,1,3,2022-08-26,2022-08-30,,30.35,437.45,14.41,0,Pendiente
8322,2,1,4,15,2022-08-26,2022-08-30,2022-09-01,45.95,496.18,10.8,6,No
8323,5,2,3,14,2022-08-27,2022-08-31,2022-08-30,112.4,830.8,7.39,3,Si
8324,2,1,3,14,2022-08-25,2022-08-29,2022-08-26,48.53,512.94,10.57,1,Si
8325,6,2,3,2,2022-08-27,2022-08-31,2022-08-31,197.41,1337.05,6.77,4,Si
8326,2,1,3,5,2022-08-25,2022-08-29,2022-08-29,46.85,502.03,10.72,4,Si
8327,8,3,4,9,2022-08-25,2022-08-29,2022-08-30,1235.18,3450.91,2.79,5,No
8328,7,3,3,7,2022-08-25,2022-08-29,2022-08-26,616.92,1833.84,2.97,1,Si
8329,3,1,3,6,2022-08-27,2022-08-31,2022-08-28,20.49,368.43,17.98,1,Si
8330,2,1,3,14,2022-08-25,2022-08-29,2022-08-30,26.39,369.03,13.98,5,No
8331,1,1,3,14,2022-08-26,2022-08-30,2022-08-30,21.87,301.22,13.77,4,Si
8332,1,1,3,13,2022-08-28,2022-09-01,2022-09-04,30.99,355.94,11.49,7,No
8333,3,1,3,15,2022-08-27,2022-08-31,2022-08-30,9.8,293.6,29.96,3,Si
8334,1,1,3,9,2022-08-28,2022-09-01,2022-08-31,20.8,294.8,14.17,3,Si
8335,3,1,3,11,2022-08-28,2022-09-01,2022-08-29,20.57,368.99,17.94,1,Si
8336,3,1,3,7,2022-08-28,2022-09-01,2022-08-30,25.57,403.99,15.8,2,Si
8337,6,2,3,6,2022-08-26,2022-08-30,2022-08-27,139.11,1045.55,7.52,1,Si
8338,2,1,3,1,2022-08-27,2022-08-31,2022-09-03,43.95,483.18,10.99,7,No
8339,1,1,3,8,2022-08-26,2022-08-30,2022-08-27,24.92,319.52,12.82,1,Si
8340,1,1,3,2,2022-08-26,2022-08-30,2022-08-29,37.14,392.84,10.58,3,Si
8341,7,3,3,14,2022-08-26,2022-08-30,2022-08-30,1380.27,3360.54,2.43,4,Si
8342,3,1,3,6,2022-08-28,2022-09-01,2022-08-30,26.33,409.31,15.55,2,Si
8343,1,1,3,14,2022-08-26,2022-08-30,2022-08-27,34.44,376.64,10.94,1,Si
8344,1,1,3,6,2022-08-26,2022-08-30,2022-08-29,25.46,322.76,12.68,3,Si
8345,1,1,3,7,2022-08-28,2022-09-01,2022-08-29,28.48,340.88,11.97,1,Si
8346,1,1,2,6,2022-08-27,2022-08-31,,34.44,376.64,10.94,0,Pendiente
8347,6,2,3,15,2022-08-27,2022-08-31,2022-09-02,216.37,1431.85,6.62,6,No
8348,1,1,3,7,2022-08-28,2022-09-01,2022-09-04,16.43,268.58,16.35,7,No
8349,2,1,1,6,2022-08-27,2022-08-31,,47.89,508.79,10.62,0,Pendiente
8350,1,1,3,11,2022-08-29,2022-09-02,2022-08-30,11.66,239.96,20.58,1,Si
8351,2,1,3,6,2022-08-28,2022-09-01,2022-09-03,30.98,398.87,12.88,6,No
8352,2,1,2,2,2022-08-27,2022-08-31,,22.23,342.0,15.38,0,Pendiente
8353,2,1,3,13,2022-08-28,2022-09-01,2022-09-04,44.85,489.03,10.9,7,No
8354,1,1,3,10,2022-08-27,2022-08-31,2022-08-29,11.93,241.58,20.25,2,Si
8355,1,1,3,6,2022-08-28,2022-09-01,2022-08-29,26.32,327.92,12.46,1,Si
8356,2,1,3,15,2022-08-28,2022-09-01,2022-08-29,48.5,512.75,10.57,1,Si
8357,1,1,3,6,2022-08-27,2022-08-31,2022-09-01,11.69,240.14,20.54,5,No
8358,3,1,3,2,2022-08-28,2022-09-01,2022-09-03,8.51,284.57,33.44,6,No
8359,3,1,3,7,2022-08-29,2022-09-02,2022-08-31,7.64,278.48,36.45,2,Si
8360,7,3,3,1,2022-08-29,2022-09-02,2022-09-04,1101.13,2802.26,2.54,6,No
8361,8,3,2,12,2022-08-27,2022-08-31,,1202.08,3374.78,2.81,0,Pendiente
8362,1,1,3,4,2022-08-29,2022-09-02,2022-08-31,11.98,241.88,20.19,2,Si
8363,3,1,3,11,2022-08-28,2022-09-01,2022-08-31,22.38,381.66,17.05,3,Si
8364,3,1,3,4,2022-08-27,2022-08-31,2022-09-02,18.35,353.45,19.26,6,No
8365,1,1,3,6,2022-08-28,2022-09-01,2022-08-31,47.65,455.9,9.57,3,Si
8366,3,1,3,15,2022-08-30,2022-09-03,2022-09-05,7.33,276.31,37.7,6,No
8367,3,1,3,12,2022-08-30,2022-09-03,2022-09-06,15.96,336.72,21.1,7,No
8368,3,1,4,6,2022-08-30,2022-09-03,2022-08-31,24.11,393.77,16.33,1,Si
8369,1,1,3,15,2022-08-29,2022-09-02,2022-08-31,12.79,246.74,19.29,2,Si
8370,2,1,3,8,2022-08-30,2022-09-03,2022-09-03,20.08,328.02,16.34,4,Si
8371,2,1,3,2,2022-08-30,2022-09-03,2022-09-02,7.78,248.07,31.89,3,Si
8372,2,1,3,12,2022-08-28,2022-09-01,2022-08-30,10.46,265.49,25.38,2,Si
8373,1,1,3,7,2022-08-28,2022-09-01,2022-08-30,22.54,305.24,13.54,2,Si
8374,2,1,3,2,2022-08-28,2022-09-01,2022-09-03,19.08,321.52,16.85,6,No
8375,1,1,3,1,2022-08-30,2022-09-03,2022-09-03,35.92,385.52,10.73,4,Si
8376,2,1,3,15,2022-08-28,2022-09-01,2022-09-04,38.57,448.21,11.62,7,No
8377,6,2,3,1,2022-08-29,2022-09-02,2022-09-04,158.31,1141.55,7.21,6,No
8378,3,1,3,9,2022-08-30,2022-09-03,2022-08-31,16.25,338.75,20.85,1,Si
8379,3,1,3,3,2022-08-31,2022-09-04,2022-09-07,6.6,271.2,41.09,7,No
8380,1,1,3,1,2022-08-31,2022-09-04,2022-09-06,18.63,281.78,15.13,6,No
8381,4,2,3,2,2022-08-30,2022-09-03,2022-08-31,275.04,1400.16,5.09,1,Si
8382,3,1,1,14,2022-08-31,2022-09-04,,14.77,328.39,22.23,0,Pendiente
8383,6,2,3,11,2022-08-29,2022-09-02,2022-09-05,122.35,961.75,7.86,7,No
8384,5,2,2,15,2022-08-30,2022-09-03,,150.46,1002.07,6.66,0,Pendiente
8385,2,1,3,7,2022-08-31,2022-09-04,2022-09-01,18.24,316.06,17.33,1,Si
8386,1,1,3,1,2022-08-30,2022-09-03,2022-09-03,36.91,391.46,10.61,4,Si
8387,1,1,3,9,2022-08-30,2022-09-03,2022-09-03,40.99,415.94,10.15,4,Si
8388,1,1,3,8,2022-08-29,2022-09-02,2022-09-01,22.58,305.48,13.53,3,Si
8389,2,1,3,6,2022-08-29,2022-09-02,2022-09-03,31.9,404.85,12.69,5,No
8390,2,1,3,2,2022-08-29,2022-09-02,2022-09-05,17.24,309.56,17.96,7,No
8391,2,1,3,6,2022-08-29,2022-09-02,2022-09-01,26.76,371.44,13.88,3,Si
8392,1,1,3,9,2022-08-30,2022-09-03,2022-09-06,46.1,446.6,9.69,7,No
8393,5,2,3,8,2022-08-31,2022-09-04,2022-09-02,65.65,620.43,9.45,2,Si
8394,2,1,3,6,2022-08-30,2022-09-03,2022-09-05,5.1,230.65,45.23,6,No
8395,2,1,3,2,2022-08-29,2022-09-02,2022-09-02,43.41,479.66,11.05,4,Si
8396,2,1,3,1,2022-08-29,2022-09-02,2022-09-03,35.75,429.88,12.02,5,No
8397,5,2,3,9,2022-08-29,2022-09-02,2022-08-31,185.17,1158.26,6.26,2,Si
8398,2,1,3,15,2022-08-30,2022-09-03,2022-09-02,30.6,396.4,12.95,3,Si
8399,3,1,3,2,2022-08-30,2022-09-03,2022-09-03,46.29,549.03,11.86,4,Si
8400,1,1,3,3,2022-09-01,2022-09-05,2022-09-06,41.66,419.96,10.08,5,No
8401,1,1,4,15,2022-09-01,2022-09-05,2022-09-04,32.72,366.32,11.2,3,Si
8402,8,3,4,3,2022-09-01,2022-09-05,2022-09-08,1320.98,3648.25,2.76,7,No
8403,6,2,1,4,2022-08-31,2022-09-04,,294.63,1823.15,6.19,0,Pendiente
8404,3,1,3,2,2022-09-01,2022-09-05,2022-09-07,46.92,553.44,11.8,6,No
8405,2,1,3,2,2022-08-31,2022-09-04,2022-09-05,27.47,376.06,13.69,5,No
8406,2,1,3,6,2022-09-01,2022-09-05,2022-09-05,42.91,476.41,11.1,4,Si
8407,4,2,4,8,2022-09-01,2022-09-05,2022-09-08,219.28,1177.12,5.37,7,No
8408,3,1,3,12,2022-08-30,2022-09-03,2022-09-05,5.12,260.84,50.95,6,No
8409,2,1,3,14,2022-08-31,2022-09-04,2022-09-02,16.63,305.6,18.38,2,Si
8410,2,1,3,10,2022-08-30,2022-09-03,2022-09-04,39.85,456.52,11.46,5,No
8411,3,1,3,15,2022-08-31,2022-09-04,2022-09-07,38.67,495.69,12.82,7,No
8412,4,2,3,9,2022-09-02,2022-09-06,2022-09-05,223.36,1193.44,5.34,3,Si
8413,3,1,2,2,2022-09-02,2022-09-06,,27.37,416.59,15.22,0,Pendiente
8414,6,2,3,4,2022-09-02,2022-09-06,2022-09-06,78.99,744.95,9.43,4,Si
8415,4,2,3,6,2022-08-31,2022-09-04,2022-09-03,122.44,789.76,6.45,3,Si
8416,1,1,3,4,2022-09-01,2022-09-05,2022-09-02,12.38,244.28,19.73,1,Si
8417,5,2,3,6,2022-08-31,2022-09-04,2022-09-07,267.34,1528.03,5.72,7,No
8418,1,1,3,4,2022-08-31,2022-09-04,2022-09-01,14.23,255.38,17.95,1,Si
8419,3,1,3,1,2022-09-02,2022-09-06,2022-09-07,5.09,260.63,51.2,5,No
8420,4,2,2,7,2022-09-03,2022-09-07,,212.74,1150.96,5.41,0,Pendiente
8421,1,1,1,6,2022-09-01,2022-09-05,,35.4,382.4,10.8,0,Pendiente
8422,3,1,3,14,2022-09-01,2022-09-05,2022-09-06,22.13,379.91,17.17,5,No
8423,1,1,3,11,2022-09-02,2022-09-06,2022-09-03,12.97,247.82,19.11,1,Si
8424,2,1,3,4,2022-09-02,2022-09-06,2022-09-07,47.45,505.93,10.66,5,No
8425,2,1,3,2,2022-09-02,2022-09-06,2022-09-07,29.11,386.72,13.28,5,No
8426,2,1,4,1,2022-09-02,2022-09-06,2022-09-08,49.59,519.84,10.48,6,No
8427,5,2,3,2,2022-09-01,2022-09-05,2022-09-07,143.0,968.5,6.77,6,No
8428,1,1,4,14,2022-09-02,2022-09-06,2022-09-09,14.4,256.4,17.81,7,No
8429,1,1,4,14,2022-09-02,2022-09-06,2022-09-05,22.72,306.32,13.48,3,Si
8430,4,2,3,6,2022-09-03,2022-09-07,2022-09-07,119.12,776.48,6.52,4,Si
8431,3,1,3,7,2022-09-01,2022-09-05,2022-09-05,12.56,312.92,24.91,4,Si
8432,4,2,3,1,2022-09-01,2022-09-05,2022-09-04,228.16,1212.64,5.31,3,Si
8433,1,1,3,2,2022-09-01,2022-09-05,2022-09-07,34.13,374.78,10.98,6,No
8434,1,1,4,4,2022-09-03,2022-09-07,2022-09-08,11.86,241.16,20.33,5,No
8435,3,1,3,2,2022-09-04,2022-09-08,2022-09-07,17.92,350.44,19.56,3,Si
8436,3,1,3,2,2022-09-02,2022-09-06,2022-09-04,35.69,474.83,13.3,2,Si
8437,1,1,3,6,2022-09-04,2022-09-08,2022-09-08,15.39,262.34,17.05,4,Si
